"","Kingdom","Phylum","Class","Order","Family","Genus","Species","COMMENT.on.genus","primary_lifestyle","Secondary_lifestyle","Comment_on_lifestyle_template","Endophytic_interaction_capability_template","Plant_pathogenic_capacity_template","Decay_substrate_template","Decay_type_template","Aquatic_habitat_template","Animal_biotrophic_capacity_template","Specific_hosts","Growth_form_template","Fruitbody_type_template","Hymenium_type_template","Ectomycorrhiza_exploration_type_template","Ectomycorrhiza_lineage_template","primary_photobiont","secondary_photobiont","Decay_type","Fruitbody_type","OTU_ID"
"OTU1536","Fungi","Ascomycota","Dothideomycetes","Pleosporales","","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU1536"
"OTU1552","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Agaricaceae","Tulostoma","Tulostoma fimbriatum","","soil_saprotroph","","","","","soil","","non-aquatic","","","filamentous_mycelium","gasteroid","closed","","","","","","gasteroid","OTU1552"
"OTU1559","Fungi","Ascomycota","Candelariomycetes","Candelariales","Candelariaceae","Candelariella","Candelariella granuliformis","","lichenized","","lichen_parasite_one_species","","","","","non-aquatic","","","thallus_photosynthetic","apothecium_(hymenium_on_surface)","smooth","","","chlorococcoid","","","apothecium_(hymenium_on_surface)","OTU1559"
"OTU1560","Fungi","Ascomycota","Sordariomycetes","Togniniales","Togniniaceae","Phaeoacremonium","Phaeoacremonium cinereum","","plant_pathogen","","","","unspecified_plant_pathogen","","","partly_aquatic","","","filamentous_mycelium","none","none","","","","","","none","OTU1560"
"OTU1582","Fungi","Basidiomycota","","","","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU1582"
"OTU1584","Fungi","Ascomycota","Dothideomycetes","Mytilinidales","Kirschsteiniotheliaceae","Taeniolella","","","lichen_parasite","fungal_decomposer","","","","fungal_material,algal_material","","partly_aquatic","","","filamentous_mycelium","","","","","","","","","OTU1584"
"OTU1589","Fungi","Ascomycota","","","","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU1589"
"OTU1619","Fungi","Ascomycota","Dothideomycetes","Pleosporales","","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU1619"
"OTU1621","Fungi","Ascomycota","Pezizomycetes","Pezizales","","Coprotus","Coprotus sexdecimsporus","","dung_saprotroph","","","","","dung","","non-aquatic","","","filamentous_mycelium","apothecium_(hymenium_on_surface)","smooth","","","","","","apothecium_(hymenium_on_surface)","OTU1621"
"OTU1668","Fungi","Ascomycota","","","","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU1668"
"OTU1673","Fungi","Ascomycota","Dothideomycetes","Dothideales","Dothioraceae","Pringsheimia","Pringsheimia chamaecyparidis","","wood_saprotroph","","","no_endophytic_capacity","","wood","","non-aquatic","","","filamentous_mycelium","perithecium_(hymenium_hidden,_narrow_opening)","closed","","","","","","perithecium_(hymenium_hidden,_narrow_opening)","OTU1673"
"OTU1678","Fungi","Ascomycota","Dothideomycetes","","","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU1678"
"OTU1699","Fungi","Ascomycota","Dothideomycetes","Pleosporales","","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU1699"
"OTU1709","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Cladosporiaceae","Cladosporium","","","litter_saprotroph","plant_pathogen","hypervariable","foliar_endophyte","leaf/fruit/seed_pathogen","wood,leaf/fruit/seed,soil,dung,animal_material","","partly_aquatic","animal_parasite","","filamentous_mycelium","perithecium_(hymenium_hidden,_narrow_opening)","closed","","","","","","perithecium_(hymenium_hidden,_narrow_opening)","OTU1709"
"OTU1711","Fungi","Ascomycota","Dothideomycetes","Dothideales","Dothideaceae","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU1711"
"OTU1712","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Amniculicolaceae","Murispora","","","wood_saprotroph","","","","","wood","","partly_freshwater_(partly_non-aquatic)","","","filamentous_mycelium","","","","","","","","","OTU1712"
"OTU1737","Fungi","","","","","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU1737"
"OTU1738","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","Melanohalea","Melanohalea subolivacea","","lichenized","","","","","","","non-aquatic","","","thallus_photosynthetic","apothecium_(hymenium_on_surface)","smooth","","","chlorococcoid","","","apothecium_(hymenium_on_surface)","OTU1738"
"OTU1742","Fungi","Ascomycota","Orbiliomycetes","Orbiliales","Orbiliaceae","Arthrobotrys","","","animal_parasite","wood_saprotroph","","","","wood,leaf/fruit/seed,soil,animal_material","","partly_marine_(partly_non-aquatic)","nematophagous","","filamentous_mycelium","apothecium_(hymenium_on_surface)","smooth","","","","","","apothecium_(hymenium_on_surface)","OTU1742"
"OTU1748","Fungi","","","","","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU1748"
"OTU1767","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymosphaeriaceae","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU1767"
"OTU1768","Fungi","Ascomycota","","","","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU1768"
"OTU1773","Fungi","Ascomycota","","","","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU1773"
"OTU1778","Fungi","Ascomycota","Dothideomycetes","Pleosporales","","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU1778"
"OTU1802","Fungi","Ascomycota","Dothideomycetes","Pleosporales","","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU1802"
"OTU1824","Fungi","Ascomycota","Arthoniomycetes","Lichenostigmatales","Phaeococcomycetaceae","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU1824"
"OTU1849","Fungi","Ascomycota","","","","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU1849"
"OTU1862","Fungi","Ascomycota","Sordariomycetes","Diaporthales","Gnomoniaceae","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU1862"
"OTU1869","Fungi","Ascomycota","Dothideomycetes","Dothideales","","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU1869"
"OTU1881","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Didymellaceae","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU1881"
"OTU1883","Fungi","Ascomycota","","","","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU1883"
"OTU1884","Fungi","","","","","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU1884"
"OTU1930","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleraceae","Genolevuria","","","unspecified_saprotroph","epiphyte","","","","","","non-aquatic","","","yeast","","","","","","","","","OTU1930"
"OTU1938","Fungi","Ascomycota","Dothideomycetes","","","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU1938"
"OTU1952","Fungi","","","","","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU1952"
"OTU1980","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Inocybaceae","Inocybe","","","ectomycorrhizal","","","","","","","non-aquatic","","","filamentous_mycelium","agaricoid","gills","short-distance_delicate","/inocybe","","","","agaricoid","OTU1980"
"OTU1992","Fungi","Ascomycota","","","","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU1992"
"OTU2002","Fungi","Ascomycota","Dothideomycetes","Neocelosporiales","Neocelosporiaceae","Neocelosporium","Neocelosporium eucalypti","","","","","","","","","non-aquatic","","Eucalyptus ","filamentous_mycelium","","","","","","","","","OTU2002"
"OTU2019","Fungi","Ascomycota","Sordariomycetes","Xylariales","","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU2019"
"OTU2029","Fungi","Ascomycota","","","","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU2029"
"OTU2047","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Alternaria","Alternaria radicina","","plant_pathogen","litter_saprotroph","","foliar_endophyte","leaf/fruit/seed_pathogen","leaf/fruit/seed","soft_rot","partly_aquatic","","","filamentous_mycelium","perithecium_(hymenium_hidden,_narrow_opening)","closed","","","","","soft_rot","perithecium_(hymenium_hidden,_narrow_opening)","OTU2047"
"OTU2053","Fungi","Ascomycota","Dothideomycetes","","","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU2053"
"OTU2058","Fungi","Ascomycota","Dothideomycetes","Myriangiales","Endosporiaceae","Endosporium","","","litter_saprotroph","","","","","leaf/fruit/seed","","non-aquatic","","","filamentous_mycelium","","","","","","","","","OTU2058"
"OTU2059","Fungi","Ascomycota","Dothideomycetes","Dothideales","Saccotheciaceae","Aureobasidium","","","sooty_mold","litter_saprotroph","hyperviariable","foliar_endophyte","leaf/fruit/seed_pathogen","leaf/fruit/seed,roots,animal_material,sugar-rich_substrates","","partly_aquatic","animal_parasite","","dimorphic_yeast","","","","","","","","","OTU2059"
"OTU2061","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Agaricaceae","Lepiota","","","litter_saprotroph","","","","","leaf/fruit/seed","","non-aquatic","","","filamentous_mycelium","agaricoid","gills","","","","","","agaricoid","OTU2061"
"OTU2067","Fungi","Ascomycota","","","","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU2067"
"OTU2084","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Lycoperdaceae","Bovista","Bovista promontorii","","soil_saprotroph","","","","","soil","","non-aquatic","","","filamentous_mycelium","gasteroid","closed","","","","","","gasteroid","OTU2084"
"OTU2092","Fungi","Ascomycota","Sordariomycetes","Pleurotheciales","Pleurotheciaceae","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU2092"
"OTU2100","Fungi","Ascomycota","","","","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU2100"
"OTU2106","Fungi","Ascomycota","Dothideomycetes","","","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU2106"
"OTU2121","Fungi","Ascomycota","","","","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU2121"
"OTU2123","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Clavariaceae","Clavulinopsis","","","soil_saprotroph","unspecified_symbiotroph","CHEGD_symbiotrophs","root-associated","root-associated","roots,soil","","non-aquatic","","","filamentous_mycelium","clavarioid","smooth","","","","","","clavarioid","OTU2123"
"OTU2181","Fungi","","","","","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU2181"
"OTU2194","Fungi","Ascomycota","Dothideomycetes","Neocelosporiales","Neocelosporiaceae","Neocelosporium","Neocelosporium eucalypti","","","","","","","","","non-aquatic","","Eucalyptus ","filamentous_mycelium","","","","","","","","","OTU2194"
"OTU2212","Fungi","Ascomycota","Leotiomycetes","Erysiphales","Erysiphaceae","Erysiphe","Erysiphe alphitoides","","plant_pathogen","","","","leaf/fruit/seed_pathogen","","","non-aquatic","","","filamentous_mycelium","chasmothecium_(tiny_initially_closed_ascome_rupture_opening)_","closed","","","","","","chasmothecium_(tiny_initially_closed_ascome_rupture_opening)_","OTU2212"
"OTU2223","Fungi","Ascomycota","Dothideomycetes","","","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU2223"
"OTU2225","Fungi","Ascomycota","","","","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU2225"
"OTU2234","Fungi","Ascomycota","Dothideomycetes","Pleosporales","","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU2234"
"OTU2264","Fungi","Ascomycota","","","","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU2264"
"OTU2270","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Tricholomataceae","Cystodermella","Cystodermella cinnabarina","","litter_saprotroph","","","","","leaf/fruit/seed","","non-aquatic","","","filamentous_mycelium","agaricoid","gills","","","","","","agaricoid","OTU2270"
"OTU2283","Fungi","Chytridiomycota","Spizellomycetes","Spizellomycetales","Spizellomycetaceae","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU2283"
"OTU2349","Fungi","","","","","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU2349"
"OTU2350","Fungi","Basidiomycota","Cystobasidiomycetes","","Symmetrosporaceae","Symmetrospora","Symmetrospora coprosmae","","epiphyte","litter_saprotroph","","no_endophytic_capacity","","leaf/fruit/seed","","partly_aquatic","","","yeast","none","none","","","","","","none","OTU2350"
"OTU2363","Fungi","Ascomycota","Dothideomycetes","","","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU2363"
"OTU2375","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Cladosporiaceae","Cladosporium","Cladosporium ramotenellum","","litter_saprotroph","plant_pathogen","hypervariable","foliar_endophyte","leaf/fruit/seed_pathogen","wood,leaf/fruit/seed,soil,dung,animal_material","","partly_aquatic","animal_parasite","","filamentous_mycelium","perithecium_(hymenium_hidden,_narrow_opening)","closed","","","","","","perithecium_(hymenium_hidden,_narrow_opening)","OTU2375"
"OTU2411","Fungi","Ascomycota","","","","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU2411"
"OTU2435","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Ceratobasidiaceae","Ceratobasidium","","","plant_pathogen","litter_saprotroph","ectomycorrhizal_1%_of_species/Orchid_Mycorrhizal_most_species","","leaf/fruit/seed_pathogen","leaf/fruit/seed,roots,soil","","non-aquatic","","","filamentous_mycelium","corticioid","smooth","","","","","","corticioid","OTU2435"
"OTU2462","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Cryptococcaceae","Teunia","Teunia cuniculi","","soil_saprotroph","epiphyte","","","","","","","","","dimorphic_yeast","","","","","","","","","OTU2462"
"OTU2477","Fungi","","","","","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU2477"
"OTU2503","Fungi","Ascomycota","Eurotiomycetes","Coryneliales","Coryneliaceae","Corynelia","Corynelia uberata","","plant_pathogen","","","","leaf/fruit/seed_pathogen","","","non-aquatic","","","filamentous_mycelium","","","","","","","","","OTU2503"
"OTU2529","Fungi","Ascomycota","Dothideomycetes","","","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU2529"
"OTU2540","Fungi","Ascomycota","","","","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU2540"
"OTU2550","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","Penicillium dodgei","","unspecified_saprotroph","foliar_endophyte","toxin-producing,animal_parasite_some_species,mycoparasite_some_species","foliar_endophyte","","soil","mold","partly_aquatic","opportunistic_human_parasite","","filamentous_mycelium","","","","","","","mold","","OTU2550"
"OTU2563","Fungi","Ascomycota","Dothideomycetes","","","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU2563"
"OTU2583","Fungi","Ascomycota","Dothideomycetes","Pleosporales","","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU2583"
"OTU2595","Fungi","Ascomycota","Dothideomycetes","Dothideales","Dothideaceae","Endoconidioma","Endoconidioma populi","","wood_saprotroph","","","no_endophytic_capacity","","wood","","non-aquatic","","","filamentous_mycelium","perithecium_(hymenium_hidden,_narrow_opening)","closed","","","","","","perithecium_(hymenium_hidden,_narrow_opening)","OTU2595"
"OTU2610","Fungi","Ascomycota","","","","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU2610"
"OTU2621","Fungi","Ascomycota","Dothideomycetes","Dothideales","Dothioraceae","Dothichiza","","","litter_saprotroph","","","no_endophytic_capacity","","leaf/fruit/seed","","non-aquatic","","","filamentous_mycelium","cleistothecium_(closed,_spherical)","closed","","","","","","cleistothecium_(closed,_spherical)","OTU2621"
"OTU2623","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Inocybaceae","Inocybe","","","ectomycorrhizal","","","","","","","non-aquatic","","","filamentous_mycelium","agaricoid","gills","short-distance_delicate","/inocybe","","","","agaricoid","OTU2623"
"OTU2656","Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Teratosphaeriaceae","Lapidomyces","Lapidomyces aloidendricola","","unspecified_saprotroph","rock-inhabiting","","","","soil","","non-aquatic","","","filamentous_mycelium","perithecium_(hymenium_hidden,_narrow_opening)","closed","","","","","","perithecium_(hymenium_hidden,_narrow_opening)","OTU2656"
"OTU2658","Fungi","Basidiomycota","Tremellomycetes","Tremellales","","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU2658"
"OTU2669","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Pyrenophora","","","plant_pathogen","wood_saprotroph","","no_endophytic_capacity","leaf/fruit/seed_pathogen","wood,leaf/fruit/seed","","partly_freshwater_(partly_non-aquatic)","","","filamentous_mycelium","perithecium_(hymenium_hidden,_narrow_opening)","closed","","","","","","perithecium_(hymenium_hidden,_narrow_opening)","OTU2669"
"OTU2686","Fungi","Ascomycota","","","","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU2686"
"OTU2695","Fungi","Ascomycota","Dothideomycetes","Dothideales","","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU2695"
"OTU2727","Fungi","Basidiomycota","","","","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU2727"
"OTU2730","Fungi","","","","","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU2730"
"OTU2748","Fungi","","","","","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU2748"
"OTU2761","Fungi","Ascomycota","Dothideomycetes","Dothideales","Dothioraceae","Perusta","","","unspecified_saprotroph","rock-inhabiting","","","","soil","","non-aquatic","","","filamentous_mycelium","perithecium_(hymenium_hidden,_narrow_opening)","closed","","","","","","perithecium_(hymenium_hidden,_narrow_opening)","OTU2761"
"OTU2777","Fungi","Ascomycota","Dothideomycetes","Dothideales","Dothideaceae","Endoconidioma","Endoconidioma populi","","wood_saprotroph","","","no_endophytic_capacity","","wood","","non-aquatic","","","filamentous_mycelium","perithecium_(hymenium_hidden,_narrow_opening)","closed","","","","","","perithecium_(hymenium_hidden,_narrow_opening)","OTU2777"
"OTU2791","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU2791"
"OTU2815","Fungi","Ascomycota","Dothideomycetes","Dothideales","Dothideaceae","Endoconidioma","Endoconidioma populi","","wood_saprotroph","","","no_endophytic_capacity","","wood","","non-aquatic","","","filamentous_mycelium","perithecium_(hymenium_hidden,_narrow_opening)","closed","","","","","","perithecium_(hymenium_hidden,_narrow_opening)","OTU2815"
"OTU2823","Fungi","Ascomycota","Dothideomycetes","","","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU2823"
"OTU2888","Fungi","Ascomycota","","","","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU2888"
"OTU2892","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pyronemataceae","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU2892"
"OTU2934","Fungi","Ascomycota","Sordariomycetes","Diaporthales","Valsaceae","","",NA,"unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"OTU2934"
"OTU2959","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Sporormiaceae","Sporormiella","Sporormiella australis","","litter_saprotroph","","","","","leaf/fruit/seed","","partly_aquatic","","","filamentous_mycelium","","","","","","","","","OTU2959"
